date,j,flow_taf
8/31/1939,C146,0
9/30/1939,C146,0
10/31/1939,C146,0
11/30/1939,C146,0
12/31/1939,C146,0
1/31/1940,C146,0
2/29/1940,C146,0
3/31/1940,C146,0
4/30/1940,C146,0
5/31/1940,C146,0
6/30/1940,C146,0
7/31/1940,C146,0
8/31/1940,C146,0
9/30/1940,C146,0
10/31/1940,C146,0
11/30/1940,C146,0
12/31/1940,C146,0
1/31/1941,C146,0
2/28/1941,C146,0
3/31/1941,C146,0
4/30/1941,C146,0
5/31/1941,C146,0
6/30/1941,C146,0
7/31/1941,C146,0
8/31/1941,C146,0
9/30/1941,C146,0
10/31/1941,C146,0
11/30/1941,C146,0
12/31/1941,C146,0
1/31/1942,C146,0
2/28/1942,C146,0
3/31/1942,C146,0
4/30/1942,C146,0
5/31/1942,C146,0
6/30/1942,C146,0
7/31/1942,C146,0
8/31/1942,C146,0
9/30/1942,C146,0
10/31/1942,C146,0
11/30/1942,C146,0
12/31/1942,C146,0
1/31/1943,C146,0
2/28/1943,C146,0
3/31/1943,C146,0
4/30/1943,C146,0
5/31/1943,C146,0
6/30/1943,C146,0
7/31/1943,C146,0
8/31/1943,C146,0
9/30/1943,C146,0
10/31/1943,C146,0
11/30/1943,C146,0
12/31/1943,C146,0
1/31/1944,C146,0
2/29/1944,C146,0
3/31/1944,C146,0
4/30/1944,C146,0
5/31/1944,C146,0
6/30/1944,C146,0
7/31/1944,C146,0
8/31/1944,C146,0
9/30/1944,C146,0
10/31/1944,C146,0
11/30/1944,C146,0
12/31/1944,C146,0
1/31/1945,C146,0
2/28/1945,C146,0
3/31/1945,C146,0
4/30/1945,C146,0
5/31/1945,C146,0
6/30/1945,C146,0
7/31/1945,C146,0
8/31/1945,C146,0
9/30/1945,C146,0
10/31/1945,C146,0
11/30/1945,C146,0
12/31/1945,C146,0
1/31/1946,C146,0
2/28/1946,C146,0
3/31/1946,C146,0
4/30/1946,C146,0
5/31/1946,C146,0
6/30/1946,C146,0
7/31/1946,C146,0
8/31/1946,C146,0
9/30/1946,C146,0
10/31/1946,C146,0
11/30/1946,C146,0
12/31/1946,C146,0
1/31/1947,C146,0
2/28/1947,C146,0
3/31/1947,C146,0
4/30/1947,C146,0
5/31/1947,C146,0
6/30/1947,C146,0
7/31/1947,C146,0
8/31/1947,C146,0
9/30/1947,C146,0
10/31/1947,C146,0
11/30/1947,C146,0
12/31/1947,C146,0
1/31/1948,C146,0
2/29/1948,C146,0
3/31/1948,C146,0
4/30/1948,C146,0
5/31/1948,C146,0
6/30/1948,C146,0
7/31/1948,C146,0
8/31/1948,C146,0
9/30/1948,C146,0
10/31/1948,C146,0
11/30/1948,C146,0
12/31/1948,C146,0
1/31/1949,C146,0
2/28/1949,C146,0
3/31/1949,C146,0
4/30/1949,C146,0
5/31/1949,C146,0
6/30/1949,C146,0
7/31/1949,C146,0
8/31/1949,C146,0
9/30/1949,C146,0
10/31/1949,C146,0
11/30/1949,C146,0
12/31/1949,C146,0
1/31/1950,C146,0
2/28/1950,C146,0
3/31/1950,C146,0
4/30/1950,C146,0
5/31/1950,C146,0
6/30/1950,C146,0
7/31/1950,C146,0
8/31/1950,C146,0
9/30/1950,C146,0
10/31/1950,C146,0
11/30/1950,C146,0
12/31/1950,C146,0
1/31/1951,C146,0
2/28/1951,C146,0
3/31/1951,C146,0
4/30/1951,C146,0
5/31/1951,C146,0
6/30/1951,C146,0
7/31/1951,C146,0
8/31/1951,C146,0
9/30/1951,C146,0
10/31/1951,C146,0
11/30/1951,C146,0
12/31/1951,C146,0
1/31/1952,C146,0
2/29/1952,C146,0
3/31/1952,C146,0
4/30/1952,C146,0
5/31/1952,C146,0
6/30/1952,C146,0
7/31/1952,C146,0
8/31/1952,C146,0
9/30/1952,C146,0
10/31/1952,C146,0
11/30/1952,C146,0
12/31/1952,C146,0
1/31/1953,C146,0
2/28/1953,C146,0
3/31/1953,C146,0
4/30/1953,C146,0
5/31/1953,C146,0
6/30/1953,C146,0
7/31/1953,C146,0
8/31/1953,C146,0
9/30/1953,C146,0
10/31/1953,C146,0
11/30/1953,C146,0
12/31/1953,C146,0
1/31/1954,C146,0
2/28/1954,C146,0
3/31/1954,C146,0
4/30/1954,C146,0
5/31/1954,C146,0
6/30/1954,C146,0
7/31/1954,C146,0
8/31/1954,C146,0
9/30/1954,C146,0
10/31/1954,C146,0
11/30/1954,C146,0
12/31/1954,C146,0
1/31/1955,C146,0
2/28/1955,C146,0
3/31/1955,C146,0
4/30/1955,C146,0
5/31/1955,C146,0
6/30/1955,C146,0
7/31/1955,C146,0
8/31/1955,C146,0
9/30/1955,C146,0
10/31/1955,C146,0
11/30/1955,C146,0
12/31/1955,C146,0
1/31/1956,C146,0
2/29/1956,C146,0
3/31/1956,C146,0
4/30/1956,C146,0
5/31/1956,C146,0
6/30/1956,C146,0
7/31/1956,C146,0
8/31/1956,C146,0
9/30/1956,C146,0
10/31/1956,C146,0
11/30/1956,C146,0
12/31/1956,C146,0
1/31/1957,C146,0
2/28/1957,C146,0
3/31/1957,C146,0
4/30/1957,C146,0
5/31/1957,C146,0
6/30/1957,C146,0
7/31/1957,C146,0
8/31/1957,C146,0
9/30/1957,C146,0
10/31/1957,C146,0
11/30/1957,C146,0
12/31/1957,C146,0
1/31/1958,C146,0
2/28/1958,C146,0
3/31/1958,C146,0
4/30/1958,C146,0
5/31/1958,C146,0
6/30/1958,C146,0
7/31/1958,C146,0
8/31/1958,C146,0
9/30/1958,C146,0
10/31/1958,C146,0
11/30/1958,C146,0
12/31/1958,C146,0
1/31/1959,C146,0
2/28/1959,C146,0
3/31/1959,C146,0
4/30/1959,C146,0
5/31/1959,C146,0
6/30/1959,C146,0
7/31/1959,C146,0
8/31/1959,C146,0
9/30/1959,C146,0
10/31/1959,C146,0
11/30/1959,C146,0
12/31/1959,C146,0
1/31/1960,C146,0
2/29/1960,C146,0
3/31/1960,C146,0
4/30/1960,C146,0
5/31/1960,C146,0
6/30/1960,C146,0
7/31/1960,C146,0
8/31/1960,C146,0
9/30/1960,C146,0
10/31/1960,C146,0
11/30/1960,C146,0
12/31/1960,C146,0
1/31/1961,C146,0
2/28/1961,C146,0
3/31/1961,C146,0
4/30/1961,C146,0
5/31/1961,C146,0
6/30/1961,C146,0
7/31/1961,C146,0
8/31/1961,C146,0
9/30/1961,C146,0
10/31/1961,C146,0
11/30/1961,C146,0
12/31/1961,C146,0
1/31/1962,C146,0
2/28/1962,C146,0
3/31/1962,C146,0
4/30/1962,C146,0
5/31/1962,C146,0
6/30/1962,C146,0
7/31/1962,C146,0
8/31/1962,C146,0
9/30/1962,C146,0
10/31/1962,C146,0
11/30/1962,C146,0
12/31/1962,C146,0
1/31/1963,C146,0
2/28/1963,C146,0
3/31/1963,C146,0
4/30/1963,C146,0
5/31/1963,C146,0
6/30/1963,C146,0
7/31/1963,C146,0
8/31/1963,C146,0
9/30/1963,C146,0
10/31/1963,C146,0
11/30/1963,C146,0
12/31/1963,C146,0
1/31/1964,C146,0
2/29/1964,C146,0
3/31/1964,C146,0
4/30/1964,C146,0
5/31/1964,C146,0
6/30/1964,C146,0
7/31/1964,C146,0
8/31/1964,C146,0
9/30/1964,C146,0
10/31/1964,C146,0
11/30/1964,C146,0
12/31/1964,C146,0
1/31/1965,C146,0
2/28/1965,C146,0
3/31/1965,C146,0
4/30/1965,C146,0
5/31/1965,C146,0
6/30/1965,C146,0
7/31/1965,C146,0
8/31/1965,C146,0
9/30/1965,C146,0
10/31/1965,C146,0
11/30/1965,C146,0
12/31/1965,C146,0
1/31/1966,C146,0
2/28/1966,C146,0
3/31/1966,C146,0
4/30/1966,C146,0
5/31/1966,C146,0
6/30/1966,C146,0
7/31/1966,C146,0
8/31/1966,C146,0
9/30/1966,C146,0
10/31/1966,C146,0
11/30/1966,C146,0
12/31/1966,C146,0
1/31/1967,C146,0
2/28/1967,C146,0
3/31/1967,C146,0
4/30/1967,C146,0
5/31/1967,C146,0
6/30/1967,C146,0
7/31/1967,C146,0
8/31/1967,C146,0
9/30/1967,C146,0
10/31/1967,C146,0
11/30/1967,C146,0
12/31/1967,C146,0
1/31/1968,C146,0
2/29/1968,C146,0
3/31/1968,C146,0
4/30/1968,C146,0
5/31/1968,C146,0
6/30/1968,C146,0
7/31/1968,C146,0
8/31/1968,C146,0
9/30/1968,C146,0
10/31/1968,C146,0
11/30/1968,C146,0
12/31/1968,C146,0
1/31/1969,C146,0
2/28/1969,C146,0
3/31/1969,C146,0
4/30/1969,C146,0
5/31/1969,C146,0
6/30/1969,C146,0
7/31/1969,C146,0
8/31/1969,C146,0
9/30/1969,C146,0
10/31/1969,C146,0
11/30/1969,C146,0
12/31/1969,C146,0
1/31/1970,C146,0
2/28/1970,C146,0
3/31/1970,C146,0
4/30/1970,C146,0
5/31/1970,C146,0
6/30/1970,C146,0
7/31/1970,C146,0
8/31/1970,C146,0
9/30/1970,C146,0
10/31/1970,C146,0
11/30/1970,C146,0
12/31/1970,C146,0
1/31/1971,C146,0
2/28/1971,C146,0
3/31/1971,C146,0
4/30/1971,C146,0
5/31/1971,C146,0
6/30/1971,C146,0
7/31/1971,C146,0
8/31/1971,C146,0
9/30/1971,C146,0
10/31/1971,C146,0
11/30/1971,C146,0
12/31/1971,C146,0
1/31/1972,C146,0
2/29/1972,C146,0
3/31/1972,C146,0
4/30/1972,C146,0
5/31/1972,C146,0
6/30/1972,C146,0
7/31/1972,C146,0
8/31/1972,C146,0
9/30/1972,C146,0
10/31/1972,C146,0
11/30/1972,C146,0
12/31/1972,C146,0
1/31/1973,C146,0
2/28/1973,C146,0
3/31/1973,C146,0
4/30/1973,C146,0
5/31/1973,C146,0
6/30/1973,C146,0
7/31/1973,C146,0
8/31/1973,C146,0
9/30/1973,C146,0
10/31/1973,C146,0
11/30/1973,C146,0
12/31/1973,C146,0
1/31/1974,C146,0
2/28/1974,C146,0
3/31/1974,C146,0
4/30/1974,C146,0
5/31/1974,C146,0
6/30/1974,C146,0
7/31/1974,C146,0
8/31/1974,C146,0
9/30/1974,C146,0
10/31/1974,C146,0
11/30/1974,C146,0
12/31/1974,C146,0
1/31/1975,C146,0
2/28/1975,C146,0
3/31/1975,C146,0
4/30/1975,C146,0
5/31/1975,C146,0
6/30/1975,C146,0
7/31/1975,C146,0
8/31/1975,C146,0
9/30/1975,C146,0
10/31/1975,C146,0
11/30/1975,C146,0
12/31/1975,C146,0
1/31/1976,C146,0
2/29/1976,C146,0
3/31/1976,C146,0
4/30/1976,C146,0
5/31/1976,C146,0
6/30/1976,C146,0
7/31/1976,C146,0
8/31/1976,C146,0
9/30/1976,C146,0
10/31/1976,C146,0
11/30/1976,C146,0
12/31/1976,C146,0
1/31/1977,C146,0
2/28/1977,C146,0
3/31/1977,C146,0
4/30/1977,C146,0
5/31/1977,C146,0
6/30/1977,C146,0
7/31/1977,C146,0
8/31/1977,C146,0
9/30/1977,C146,0
10/31/1977,C146,0
11/30/1977,C146,0
12/31/1977,C146,0
1/31/1978,C146,0
2/28/1978,C146,0
3/31/1978,C146,0
4/30/1978,C146,0
5/31/1978,C146,0
6/30/1978,C146,0
7/31/1978,C146,0
8/31/1978,C146,0
9/30/1978,C146,0
10/31/1978,C146,0
11/30/1978,C146,0
12/31/1978,C146,0
1/31/1979,C146,0
2/28/1979,C146,0
3/31/1979,C146,0
4/30/1979,C146,0
5/31/1979,C146,0
6/30/1979,C146,0
7/31/1979,C146,0
8/31/1979,C146,0
9/30/1979,C146,0
10/31/1979,C146,0
11/30/1979,C146,0
12/31/1979,C146,0
1/31/1980,C146,0
2/29/1980,C146,0
3/31/1980,C146,0
4/30/1980,C146,0
5/31/1980,C146,0
6/30/1980,C146,0
7/31/1980,C146,0
8/31/1980,C146,0
9/30/1980,C146,0
10/31/1980,C146,0
11/30/1980,C146,0
12/31/1980,C146,0
1/31/1981,C146,0
2/28/1981,C146,0
3/31/1981,C146,0
4/30/1981,C146,0
5/31/1981,C146,0
6/30/1981,C146,0
7/31/1981,C146,0
8/31/1981,C146,0
9/30/1981,C146,0
10/31/1981,C146,0
11/30/1981,C146,0
12/31/1981,C146,0
1/31/1982,C146,0
2/28/1982,C146,0
3/31/1982,C146,0
4/30/1982,C146,0
5/31/1982,C146,0
6/30/1982,C146,0
7/31/1982,C146,0
8/31/1982,C146,0
9/30/1982,C146,0
10/31/1982,C146,0
11/30/1982,C146,0
12/31/1982,C146,0
1/31/1983,C146,0
2/28/1983,C146,0
3/31/1983,C146,0
4/30/1983,C146,0
5/31/1983,C146,0
6/30/1983,C146,0
7/31/1983,C146,0
8/31/1983,C146,0
9/30/1983,C146,0
10/31/1983,C146,0
11/30/1983,C146,0
12/31/1983,C146,0
1/31/1984,C146,0
2/29/1984,C146,0
3/31/1984,C146,0
4/30/1984,C146,0
5/31/1984,C146,0
6/30/1984,C146,0
7/31/1984,C146,0
8/31/1984,C146,0
9/30/1984,C146,0
10/31/1984,C146,0
11/30/1984,C146,0
12/31/1984,C146,0
1/31/1985,C146,0
2/28/1985,C146,0
3/31/1985,C146,0
4/30/1985,C146,0
5/31/1985,C146,0
6/30/1985,C146,0
7/31/1985,C146,0
8/31/1985,C146,0
9/30/1985,C146,0
10/31/1985,C146,0
11/30/1985,C146,0
12/31/1985,C146,0
1/31/1986,C146,0
2/28/1986,C146,0
3/31/1986,C146,0
4/30/1986,C146,0
5/31/1986,C146,0
6/30/1986,C146,0
7/31/1986,C146,0
8/31/1986,C146,0
9/30/1986,C146,0
10/31/1986,C146,0
11/30/1986,C146,0
12/31/1986,C146,0
1/31/1987,C146,0
2/28/1987,C146,0
3/31/1987,C146,0
4/30/1987,C146,0
5/31/1987,C146,0
6/30/1987,C146,0
7/31/1987,C146,0
8/31/1987,C146,0
9/30/1987,C146,0
10/31/1987,C146,0
11/30/1987,C146,0
12/31/1987,C146,0
1/31/1988,C146,0
2/29/1988,C146,0
3/31/1988,C146,0
4/30/1988,C146,0
5/31/1988,C146,0
6/30/1988,C146,0
7/31/1988,C146,0
8/31/1988,C146,0
9/30/1988,C146,0
10/31/1988,C146,0
11/30/1988,C146,0
12/31/1988,C146,0
1/31/1989,C146,0
2/28/1989,C146,0
3/31/1989,C146,0
4/30/1989,C146,0
5/31/1989,C146,0
6/30/1989,C146,0
7/31/1989,C146,0
8/31/1989,C146,0
9/30/1989,C146,0
10/31/1989,C146,0
11/30/1989,C146,0
12/31/1989,C146,0
1/31/1990,C146,0
2/28/1990,C146,0
3/31/1990,C146,0
4/30/1990,C146,0
5/31/1990,C146,0
6/30/1990,C146,0
7/31/1990,C146,0
8/31/1990,C146,0
9/30/1990,C146,0
10/31/1990,C146,0
11/30/1990,C146,0
12/31/1990,C146,0
1/31/1991,C146,0
2/28/1991,C146,0
3/31/1991,C146,0
4/30/1991,C146,0
5/31/1991,C146,0
6/30/1991,C146,0
7/31/1991,C146,0
8/31/1991,C146,0
9/30/1991,C146,0
10/31/1991,C146,0
11/30/1991,C146,0
12/31/1991,C146,0
1/31/1992,C146,0
2/29/1992,C146,0
3/31/1992,C146,0
4/30/1992,C146,0
5/31/1992,C146,0
6/30/1992,C146,0
7/31/1992,C146,0
8/31/1992,C146,0
9/30/1992,C146,0
10/31/1992,C146,0
11/30/1992,C146,0
12/31/1992,C146,0
1/31/1993,C146,0
2/28/1993,C146,0
3/31/1993,C146,0
4/30/1993,C146,0
5/31/1993,C146,0
6/30/1993,C146,0
7/31/1993,C146,0
8/31/1993,C146,0
9/30/1993,C146,0
10/31/1993,C146,0
11/30/1993,C146,0
12/31/1993,C146,0
1/31/1994,C146,0
2/28/1994,C146,0
3/31/1994,C146,0
4/30/1994,C146,0
5/31/1994,C146,0
6/30/1994,C146,0
7/31/1994,C146,0
8/31/1994,C146,0
9/30/1994,C146,0
10/31/1994,C146,0
11/30/1994,C146,0
12/31/1994,C146,0
1/31/1995,C146,0
2/28/1995,C146,0
3/31/1995,C146,0
4/30/1995,C146,0
5/31/1995,C146,0
6/30/1995,C146,0
7/31/1995,C146,0
8/31/1995,C146,0
9/30/1995,C146,0
10/31/1995,C146,0
11/30/1995,C146,0
12/31/1995,C146,0
1/31/1996,C146,0
2/29/1996,C146,0
3/31/1996,C146,0
4/30/1996,C146,0
5/31/1996,C146,0
6/30/1996,C146,0
7/31/1996,C146,0
8/31/1996,C146,0
9/30/1996,C146,0
10/31/1996,C146,0
11/30/1996,C146,0
12/31/1996,C146,0
1/31/1997,C146,0
2/28/1997,C146,0
3/31/1997,C146,0
4/30/1997,C146,0
5/31/1997,C146,0
6/30/1997,C146,0
7/31/1997,C146,0
8/31/1997,C146,0
9/30/1997,C146,0
10/31/1997,C146,0
11/30/1997,C146,0
12/31/1997,C146,0
1/31/1998,C146,0
2/28/1998,C146,0
3/31/1998,C146,0
4/30/1998,C146,0
5/31/1998,C146,0
6/30/1998,C146,0
7/31/1998,C146,0
8/31/1998,C146,0
9/30/1998,C146,0
10/31/1998,C146,0
11/30/1998,C146,0
12/31/1998,C146,0
1/31/1999,C146,0
2/28/1999,C146,0
3/31/1999,C146,0
4/30/1999,C146,0
5/31/1999,C146,0
6/30/1999,C146,0
7/31/1999,C146,0
8/31/1999,C146,0
9/30/1999,C146,0
10/31/1999,C146,0
11/30/1999,C146,0
12/31/1999,C146,0
1/31/2000,C146,0
2/29/2000,C146,0
3/31/2000,C146,0
4/30/2000,C146,0
5/31/2000,C146,0
6/30/2000,C146,0
7/31/2000,C146,0
8/31/2000,C146,0
9/30/2000,C146,0
10/31/2000,C146,0
11/30/2000,C146,0
12/31/2000,C146,0
1/31/2001,C146,0
2/28/2001,C146,0
3/31/2001,C146,0
4/30/2001,C146,0
5/31/2001,C146,0
6/30/2001,C146,0
7/31/2001,C146,0
8/31/2001,C146,0
9/30/2001,C146,0
10/31/2001,C146,0
11/30/2001,C146,0
12/31/2001,C146,0
1/31/2002,C146,0
2/28/2002,C146,0
3/31/2002,C146,0
4/30/2002,C146,0
5/31/2002,C146,0
6/30/2002,C146,0
7/31/2002,C146,0
8/31/2002,C146,0
9/30/2002,C146,0
10/31/2002,C146,0
11/30/2002,C146,0
12/31/2002,C146,0
1/31/2003,C146,0
2/28/2003,C146,0
3/31/2003,C146,0
4/30/2003,C146,0
5/31/2003,C146,0
6/30/2003,C146,0
7/31/2003,C146,0
8/31/2003,C146,0
9/30/2003,C146,0
10/31/1921,C148,0
11/30/1921,C148,0
12/31/1921,C148,0
1/31/1922,C148,0
2/28/1922,C148,0
3/31/1922,C148,0
4/30/1922,C148,0
5/31/1922,C148,0
6/30/1922,C148,0
7/31/1922,C148,0
8/31/1922,C148,0
9/30/1922,C148,0
10/31/1922,C148,0
11/30/1922,C148,0
12/31/1922,C148,0
1/31/1923,C148,0
2/28/1923,C148,0
3/31/1923,C148,0
4/30/1923,C148,0
5/31/1923,C148,0
6/30/1923,C148,0
7/31/1923,C148,0
8/31/1923,C148,0
9/30/1923,C148,0
10/31/1923,C148,0
11/30/1923,C148,0
12/31/1923,C148,0
1/31/1924,C148,0
2/29/1924,C148,0
3/31/1924,C148,0
4/30/1924,C148,0
5/31/1924,C148,0
6/30/1924,C148,0
7/31/1924,C148,0
8/31/1924,C148,0
9/30/1924,C148,0
10/31/1924,C148,0
11/30/1924,C148,0
12/31/1924,C148,0
1/31/1925,C148,0
2/28/1925,C148,0
3/31/1925,C148,0
4/30/1925,C148,0
5/31/1925,C148,0
6/30/1925,C148,0
7/31/1925,C148,0
8/31/1925,C148,0
9/30/1925,C148,0
10/31/1925,C148,0
11/30/1925,C148,0
12/31/1925,C148,0
1/31/1926,C148,0
2/28/1926,C148,0
3/31/1926,C148,0
4/30/1926,C148,0
5/31/1926,C148,0
6/30/1926,C148,0
7/31/1926,C148,0
8/31/1926,C148,0
9/30/1926,C148,0
10/31/1926,C148,0
11/30/1926,C148,0
12/31/1926,C148,0
1/31/1927,C148,0
2/28/1927,C148,0
3/31/1927,C148,0
4/30/1927,C148,0
5/31/1927,C148,0
6/30/1927,C148,0
7/31/1927,C148,0
8/31/1927,C148,0
9/30/1927,C148,0
10/31/1927,C148,0
11/30/1927,C148,0
12/31/1927,C148,0
1/31/1928,C148,0
2/29/1928,C148,0
3/31/1928,C148,0
4/30/1928,C148,0
5/31/1928,C148,0
6/30/1928,C148,0
7/31/1928,C148,0
8/31/1928,C148,0
9/30/1928,C148,0
10/31/1928,C148,0
11/30/1928,C148,0
12/31/1928,C148,0
1/31/1929,C148,0
2/28/1929,C148,0
3/31/1929,C148,0
4/30/1929,C148,0
5/31/1929,C148,0
6/30/1929,C148,0
7/31/1929,C148,0
8/31/1929,C148,0
9/30/1929,C148,0
10/31/1929,C148,0
11/30/1929,C148,0
12/31/1929,C148,0
1/31/1930,C148,0
2/28/1930,C148,0
3/31/1930,C148,0
4/30/1930,C148,0
5/31/1930,C148,0
6/30/1930,C148,0
7/31/1930,C148,0
8/31/1930,C148,0
9/30/1930,C148,0
10/31/1930,C148,0
11/30/1930,C148,0
12/31/1930,C148,0
1/31/1931,C148,0
2/28/1931,C148,0
3/31/1931,C148,0
4/30/1931,C148,0
5/31/1931,C148,0
6/30/1931,C148,0
7/31/1931,C148,0
8/31/1931,C148,0
9/30/1931,C148,0
10/31/1931,C148,0
11/30/1931,C148,0
12/31/1931,C148,0
1/31/1932,C148,0
2/29/1932,C148,0
3/31/1932,C148,0
4/30/1932,C148,0
5/31/1932,C148,0
6/30/1932,C148,0
7/31/1932,C148,0
8/31/1932,C148,0
9/30/1932,C148,0
10/31/1932,C148,0
11/30/1932,C148,0
12/31/1932,C148,0
1/31/1933,C148,0
2/28/1933,C148,0
3/31/1933,C148,0
4/30/1933,C148,0
5/31/1933,C148,0
6/30/1933,C148,0
7/31/1933,C148,0
8/31/1933,C148,0
9/30/1933,C148,0
10/31/1933,C148,0
11/30/1933,C148,0
12/31/1933,C148,0
1/31/1934,C148,0
2/28/1934,C148,0
3/31/1934,C148,0
4/30/1934,C148,0
5/31/1934,C148,0
6/30/1934,C148,0
7/31/1934,C148,0
8/31/1934,C148,0
9/30/1934,C148,0
10/31/1934,C148,0
11/30/1934,C148,0
12/31/1934,C148,0
1/31/1935,C148,0
2/28/1935,C148,0
3/31/1935,C148,0
4/30/1935,C148,0
5/31/1935,C148,0
6/30/1935,C148,0
7/31/1935,C148,0
8/31/1935,C148,0
9/30/1935,C148,0
10/31/1935,C148,0
11/30/1935,C148,0
12/31/1935,C148,0
1/31/1936,C148,0
2/29/1936,C148,0
3/31/1936,C148,0
4/30/1936,C148,0
5/31/1936,C148,0
6/30/1936,C148,0
7/31/1936,C148,0
8/31/1936,C148,0
9/30/1936,C148,0
10/31/1936,C148,0
11/30/1936,C148,0
12/31/1936,C148,0
1/31/1937,C148,0
2/28/1937,C148,0
3/31/1937,C148,0
4/30/1937,C148,0
5/31/1937,C148,0
6/30/1937,C148,0
7/31/1937,C148,0
8/31/1937,C148,0
9/30/1937,C148,0
10/31/1937,C148,0
11/30/1937,C148,0
12/31/1937,C148,0
1/31/1938,C148,0
2/28/1938,C148,0
3/31/1938,C148,0
4/30/1938,C148,0
5/31/1938,C148,0
6/30/1938,C148,0
7/31/1938,C148,0
8/31/1938,C148,0
9/30/1938,C148,0
10/31/1938,C148,0
11/30/1938,C148,0
12/31/1938,C148,0
1/31/1939,C148,0
2/28/1939,C148,0
3/31/1939,C148,0
4/30/1939,C148,0
5/31/1939,C148,0
6/30/1939,C148,0
7/31/1939,C148,0
8/31/1939,C148,0
9/30/1939,C148,0
10/31/1939,C148,0
11/30/1939,C148,0
12/31/1939,C148,0
1/31/1940,C148,0
2/29/1940,C148,0
3/31/1940,C148,0
4/30/1940,C148,0
5/31/1940,C148,0
6/30/1940,C148,0
7/31/1940,C148,0
8/31/1940,C148,0
9/30/1940,C148,0
10/31/1940,C148,0
11/30/1940,C148,0
12/31/1940,C148,0
1/31/1941,C148,0
2/28/1941,C148,0
3/31/1941,C148,0
4/30/1941,C148,0
5/31/1941,C148,0
6/30/1941,C148,0
7/31/1941,C148,0
8/31/1941,C148,0
9/30/1941,C148,0
10/31/1941,C148,0
11/30/1941,C148,0
12/31/1941,C148,0
1/31/1942,C148,0
2/28/1942,C148,0
3/31/1942,C148,0
4/30/1942,C148,0
5/31/1942,C148,0
6/30/1942,C148,0
7/31/1942,C148,0
8/31/1942,C148,0
9/30/1942,C148,0
10/31/1942,C148,0
11/30/1942,C148,0
12/31/1942,C148,0
1/31/1943,C148,0
2/28/1943,C148,0
3/31/1943,C148,0
4/30/1943,C148,0
5/31/1943,C148,0
6/30/1943,C148,0
7/31/1943,C148,0
8/31/1943,C148,0
9/30/1943,C148,0
10/31/1943,C148,0
11/30/1943,C148,0
12/31/1943,C148,0
1/31/1944,C148,0
2/29/1944,C148,0
3/31/1944,C148,0
4/30/1944,C148,0
5/31/1944,C148,0
6/30/1944,C148,0
7/31/1944,C148,0
8/31/1944,C148,0
9/30/1944,C148,0
10/31/1944,C148,0
11/30/1944,C148,0
12/31/1944,C148,0
1/31/1945,C148,0
2/28/1945,C148,0
3/31/1945,C148,0
4/30/1945,C148,0
5/31/1945,C148,0
6/30/1945,C148,0
7/31/1945,C148,0
8/31/1945,C148,0
9/30/1945,C148,0
10/31/1945,C148,0
11/30/1945,C148,0
12/31/1945,C148,0
1/31/1946,C148,0
2/28/1946,C148,0
3/31/1946,C148,0
4/30/1946,C148,0
5/31/1946,C148,0
6/30/1946,C148,0
7/31/1946,C148,0
8/31/1946,C148,0
9/30/1946,C148,0
10/31/1946,C148,0
11/30/1946,C148,0
12/31/1946,C148,0
1/31/1947,C148,0
2/28/1947,C148,0
3/31/1947,C148,0
4/30/1947,C148,0
5/31/1947,C148,0
6/30/1947,C148,0
7/31/1947,C148,0
8/31/1947,C148,0
9/30/1947,C148,0
10/31/1947,C148,0
11/30/1947,C148,0
12/31/1947,C148,0
1/31/1948,C148,0
2/29/1948,C148,0
3/31/1948,C148,0
4/30/1948,C148,0
5/31/1948,C148,0
6/30/1948,C148,0
7/31/1948,C148,0
8/31/1948,C148,0
9/30/1948,C148,0
10/31/1948,C148,0
11/30/1948,C148,0
12/31/1948,C148,0
1/31/1949,C148,0
2/28/1949,C148,0
3/31/1949,C148,0
4/30/1949,C148,0
5/31/1949,C148,0
6/30/1949,C148,0
7/31/1949,C148,0
8/31/1949,C148,0
9/30/1949,C148,0
10/31/1949,C148,0
11/30/1949,C148,0
12/31/1949,C148,0
1/31/1950,C148,0
2/28/1950,C148,0
3/31/1950,C148,0
4/30/1950,C148,0
5/31/1950,C148,0
6/30/1950,C148,0
7/31/1950,C148,0
8/31/1950,C148,0
9/30/1950,C148,0
10/31/1950,C148,0
11/30/1950,C148,0
12/31/1950,C148,0
1/31/1951,C148,0
2/28/1951,C148,0
3/31/1951,C148,0
4/30/1951,C148,0
5/31/1951,C148,0
6/30/1951,C148,0
7/31/1951,C148,0
8/31/1951,C148,0
9/30/1951,C148,0
10/31/1951,C148,0
11/30/1951,C148,0
12/31/1951,C148,0
1/31/1952,C148,0
2/29/1952,C148,0
3/31/1952,C148,0
4/30/1952,C148,0
5/31/1952,C148,0
6/30/1952,C148,0
7/31/1952,C148,0
8/31/1952,C148,0
9/30/1952,C148,0
10/31/1952,C148,0
11/30/1952,C148,0
12/31/1952,C148,0
1/31/1953,C148,0
2/28/1953,C148,0
3/31/1953,C148,0
4/30/1953,C148,0
5/31/1953,C148,0
6/30/1953,C148,0
7/31/1953,C148,0
8/31/1953,C148,0
9/30/1953,C148,0
10/31/1953,C148,0
11/30/1953,C148,0
12/31/1953,C148,0
1/31/1954,C148,0
2/28/1954,C148,0
3/31/1954,C148,0
4/30/1954,C148,0
5/31/1954,C148,0
6/30/1954,C148,0
7/31/1954,C148,0
8/31/1954,C148,0
